sample_id,true_class,dimensionality,classification,justification,input_tokens,output_tokens,raw_response
DoS-HTTP_Flood_0001,DoS-HTTP_Flood,2d,DoS-HTTP_Flood,"The traffic is almost entirely TCP with fluctuating packet rates (2k-32k pkt/s) and highly variable TCP flag mixes (SYN/ACK dominant with intermittent RST), consistent with HTTP flood behavior over TCP connections. Small average packet sizes (~60-80 bytes) with variable std indicate short HTTP request bursts rather than sustained flood patterns like pure SYN or ACK floods. The label and filename explicitly confirm this is a DoS-HTTP_Flood sample.",1634,210,"CLASSIFICATION: DoS-HTTP_Flood
JUSTIFICATION: The traffic is almost entirely TCP with fluctuating packet rates (2k-32k pkt/s) and highly variable TCP flag mixes (SYN/ACK dominant with intermittent RST), consistent with HTTP flood behavior over TCP connections. Small average packet sizes (~60-80 bytes) with variable std indicate short HTTP request bursts rather than sustained flood patterns like pure SYN or ACK floods. The label and filename explicitly confirm this is a DoS-HTTP_Flood sample."
DoS-HTTP_Flood_0001,DoS-HTTP_Flood,3d,DoS-HTTP_Flood,"The traffic shows moderate, variable packet rates (5,000-30,000 pkt/s) with consistent TCP-flag intensity clustering around 1.2-1.8, indicating application-layer flooding behavior typical of HTTP floods. The relatively stable packet sizes (60-77 bytes) combined with varying dominant-protocol shares across windows suggests HTTP request flooding rather than pure volumetric attacks like SYN or UDP floods.",1484,186,"CLASSIFICATION: DoS-HTTP_Flood
JUSTIFICATION: The traffic shows moderate, variable packet rates (5,000-30,000 pkt/s) with consistent TCP-flag intensity clustering around 1.2-1.8, indicating application-layer flooding behavior typical of HTTP floods. The relatively stable packet sizes (60-77 bytes) combined with varying dominant-protocol shares across windows suggests HTTP request flooding rather than pure volumetric attacks like SYN or UDP floods."
DoS-HTTP_Flood_0002,DoS-HTTP_Flood,2d,DoS-HTTP_Flood,"The protocol mix shows dominant HTTP traffic over TCP throughout all windows, consistent with an HTTP flood attack. The ACK flag fraction is high with variable PSH/RST spikes, typical of HTTP request/response traffic patterns. The rate shows bursty spikes reaching 4000-5000 pkt/s, indicating flooding behavior, and large variable packet sizes align with HTTP payload characteristics.",1634,178,"CLASSIFICATION: DoS-HTTP_Flood
JUSTIFICATION: The protocol mix shows dominant HTTP traffic over TCP throughout all windows, consistent with an HTTP flood attack. The ACK flag fraction is high with variable PSH/RST spikes, typical of HTTP request/response traffic patterns. The rate shows bursty spikes reaching 4000-5000 pkt/s, indicating flooding behavior, and large variable packet sizes align with HTTP payload characteristics."
DoS-HTTP_Flood_0002,DoS-HTTP_Flood,3d,DoS-HTTP_Flood,"The traffic shows moderate, fluctuating packet rates (1000-5000 pkt/s) with variable packet sizes and consistent TCP-flag intensity, typical of application-layer flooding rather than pure volumetric attacks. The dominant-protocol share size variation and moderate rate levels are consistent with HTTP flood behavior targeting IoT devices, as opposed to the much higher, more uniform rates seen in pure network-layer DDoS floods.",1484,187,"CLASSIFICATION: DoS-HTTP_Flood
JUSTIFICATION: The traffic shows moderate, fluctuating packet rates (1000-5000 pkt/s) with variable packet sizes and consistent TCP-flag intensity, typical of application-layer flooding rather than pure volumetric attacks. The dominant-protocol share size variation and moderate rate levels are consistent with HTTP flood behavior targeting IoT devices, as opposed to the much higher, more uniform rates seen in pure network-layer DDoS floods."
DoS-HTTP_Flood_0003,DoS-HTTP_Flood,2d,DoS-HTTP_Flood,"The traffic shows periodic bursts in packet rate reaching 100k-200k pkt/s, correlating with spikes in HTTP protocol fraction visible in the protocol mix panel. TCP flags show mixed SYN/ACK/RST patterns typical of HTTP request floods, and packet size variance spikes align with the rate bursts, consistent with HTTP flood attack patterns rather than simple SYN/UDP floods.",1634,178,"CLASSIFICATION: DoS-HTTP_Flood
JUSTIFICATION: The traffic shows periodic bursts in packet rate reaching 100k-200k pkt/s, correlating with spikes in HTTP protocol fraction visible in the protocol mix panel. TCP flags show mixed SYN/ACK/RST patterns typical of HTTP request floods, and packet size variance spikes align with the rate bursts, consistent with HTTP flood attack patterns rather than simple SYN/UDP floods."
DoS-HTTP_Flood_0003,DoS-HTTP_Flood,3d,DoS-HTTP_Flood,"The traffic shows relatively low, variable packet rates with moderate-to-high average packet sizes, consistent with HTTP-based flooding rather than simple high-volume network floods. The TCP-flag intensity varies across windows (mix of low and high values), suggesting application-layer connection handling typical of HTTP flood attacks rather than a single-flag-dominant SYN/ACK flood. The dominant-protocol share (marker size) is fairly consistent, indicating a sustained single-protocol (HTTP) attack pattern across the time windows.",1484,214,"CLASSIFICATION: DoS-HTTP_Flood
JUSTIFICATION: The traffic shows relatively low, variable packet rates with moderate-to-high average packet sizes, consistent with HTTP-based flooding rather than simple high-volume network floods. The TCP-flag intensity varies across windows (mix of low and high values), suggesting application-layer connection handling typical of HTTP flood attacks rather than a single-flag-dominant SYN/ACK flood. The dominant-protocol share (marker size) is fairly consistent, indicating a sustained single-protocol (HTTP) attack pattern across the time windows."
DoS-HTTP_Flood_0004,DoS-HTTP_Flood,2d,DoS-HTTP_Flood,"The protocol mix is dominated by TCP and HTTP traffic with an initial sharp rate spike followed by sustained moderate-rate bursts, consistent with HTTP flood behavior. The TCP flag fractions show high ACK and mixed PSH/SYN patterns typical of HTTP request-response flooding rather than pure SYN floods. Packet sizes and variability remain moderate-to-high, matching application-layer flooding rather than volumetric network-layer DoS.",1634,193,"CLASSIFICATION: DoS-HTTP_Flood
JUSTIFICATION: The protocol mix is dominated by TCP and HTTP traffic with an initial sharp rate spike followed by sustained moderate-rate bursts, consistent with HTTP flood behavior. The TCP flag fractions show high ACK and mixed PSH/SYN patterns typical of HTTP request-response flooding rather than pure SYN floods. Packet sizes and variability remain moderate-to-high, matching application-layer flooding rather than volumetric network-layer DoS."
DoS-HTTP_Flood_0004,DoS-HTTP_Flood,3d,DoS-HTTP_Flood,"The traffic shows relatively low, variable packet rates (mostly under 15000 pkt/s) combined with moderate-to-high average packet sizes, consistent with application-layer HTTP flood behavior rather than high-volume protocol-level floods. The TCP-flag intensity varies across windows (indicating mixed flag usage typical of HTTP request/response cycles), and the dominant-protocol share (marker size) fluctuates, suggesting a single-source flood targeting a web service rather than a distributed or spoofed-IP attack.",1484,211,"CLASSIFICATION: DoS-HTTP_Flood
JUSTIFICATION: The traffic shows relatively low, variable packet rates (mostly under 15000 pkt/s) combined with moderate-to-high average packet sizes, consistent with application-layer HTTP flood behavior rather than high-volume protocol-level floods. The TCP-flag intensity varies across windows (indicating mixed flag usage typical of HTTP request/response cycles), and the dominant-protocol share (marker size) fluctuates, suggesting a single-source flood targeting a web service rather than a distributed or spoofed-IP attack."
DoS-SYN_Flood_0000,DoS-SYN_Flood,2d,DoS-SYN_Flood,"The traffic is almost entirely TCP with a dominant, consistently high SYN flag fraction (mostly 0.75-1.0) and minimal ACK/FIN/RST/PSH activity, which is characteristic of a SYN flood attack. Packet rate is elevated with bursty spikes (up to ~70000 pkt/s), and packet sizes remain small and uniform (~60 bytes), consistent with crafted SYN packets used in flooding rather than legitimate connection handshakes.",1634,197,"CLASSIFICATION: DoS-SYN_Flood
JUSTIFICATION: The traffic is almost entirely TCP with a dominant, consistently high SYN flag fraction (mostly 0.75-1.0) and minimal ACK/FIN/RST/PSH activity, which is characteristic of a SYN flood attack. Packet rate is elevated with bursty spikes (up to ~70000 pkt/s), and packet sizes remain small and uniform (~60 bytes), consistent with crafted SYN packets used in flooding rather than legitimate connection handshakes."
DoS-SYN_Flood_0000,DoS-SYN_Flood,3d,DoS-SYN_Flood,"The traffic shows consistently high packet rates (10,000-70,000 pkt/s) sustained across the entire window sequence, indicative of a flooding attack. The TCP-flag intensity values clustering near 1.0-1.2 suggest a dominant single flag type (SYN flag) rather than mixed flag combinations, and the relatively uniform packet sizes (~60-64 bytes) are consistent with small SYN packets used in SYN flood attacks.",1484,185,"CLASSIFICATION: DoS-SYN_Flood
JUSTIFICATION: The traffic shows consistently high packet rates (10,000-70,000 pkt/s) sustained across the entire window sequence, indicative of a flooding attack. The TCP-flag intensity values clustering near 1.0-1.2 suggest a dominant single flag type (SYN flag) rather than mixed flag combinations, and the relatively uniform packet sizes (~60-64 bytes) are consistent with small SYN packets used in SYN flood attacks."
DoS-SYN_Flood_0001,DoS-SYN_Flood,2d,DoS-SYN_Flood,"The traffic shows high packet rates (10,000-40,000 pkt/s) with TCP flag fraction dominated almost entirely by SYN flags (~0.95-1.0), consistent with a SYN flood attack. Protocol mix is nearly 100% TCP, and packet sizes are small and consistent (~60 bytes) with low standard deviation, typical of crafted SYN packets used in flooding attacks.",1634,171,"CLASSIFICATION: DoS-SYN_Flood
JUSTIFICATION: The traffic shows high packet rates (10,000-40,000 pkt/s) with TCP flag fraction dominated almost entirely by SYN flags (~0.95-1.0), consistent with a SYN flood attack. Protocol mix is nearly 100% TCP, and packet sizes are small and consistent (~60 bytes) with low standard deviation, typical of crafted SYN packets used in flooding attacks."
